Region,County,First Dose,Series Complete,Report as of
Southern Tier,Chenango,30947,29167,04/19/2022
North Country,Clinton,58305,54931,04/19/2022
Capital Region,Columbia,45239,41410,04/19/2022
Central New York,Cortland,29259,27698,04/19/2022
Southern Tier,Delaware,26241,24382,04/19/2022
Mid-Hudson,Dutchess,225816,204329,04/19/2022
Western New York,Erie,701357,652420,04/19/2022
North Country,Essex,27383,25590,04/19/2022
North Country,Franklin,30776,28817,04/19/2022
Mohawk Valley,Fulton,29839,28079,04/19/2022
Finger Lakes,Genesee,37301,35245,04/19/2022
Capital Region,Greene,31771,29029,04/19/2022
North Country,Hamilton,3495,3251,04/19/2022
Mohawk Valley,Herkimer,36450,34253,04/19/2022
North Country,Jefferson,74331,62323,04/19/2022
New York City,Kings,2033252,1833282,04/19/2022
North Country,Lewis,14326,13641,04/19/2022
Finger Lakes,Livingston,39919,37820,04/19/2022
Central New York,Madison,53768,50327,04/19/2022
Finger Lakes,Monroe,571328,533582,04/19/2022
Mohawk Valley,Montgomery,34899,32902,04/19/2022
Long Island,Nassau,1225810,1118546,04/19/2022
New York City,New York,1572145,1358556,04/19/2022
Western New York,Niagara,148074,139476,04/19/2022
Mohawk Valley,Oneida,153251,142595,04/19/2022
Central New York,Onondaga,360910,332673,04/19/2022
Finger Lakes,Ontario,83817,78876,04/19/2022
Mid-Hudson,Orange,258159,235526,04/19/2022
Finger Lakes,Orleans,24019,22627,04/19/2022
Central New York,Oswego,78189,73729,04/19/2022
Mohawk Valley,Otsego,39807,37360,04/19/2022
Mid-Hudson,Putnam,81330,73202,04/19/2022
New York City,Queens,2153809,1942238,04/19/2022
Capital Region,Rensselaer,116976,108679,04/19/2022
New York City,Richmond,383695,352222,04/19/2022
Mid-Hudson,Rockland,226788,204836,04/19/2022
Capital Region,Saratoga,184902,173058,04/19/2022
Capital Region,Schenectady,133423,123725,04/19/2022
Mohawk Valley,Schoharie,19158,18188,04/19/2022
Southern Tier,Schuyler,11093,10301,04/19/2022
Finger Lakes,Seneca,19307,18117,04/19/2022
North Country,St. Lawrence,72863,68146,04/19/2022
Southern Tier,Steuben,55206,51957,04/19/2022
Long Island,Suffolk,1214696,1107252,04/19/2022
Mid-Hudson,Sullivan,50104,45533,04/19/2022
Southern Tier,Tioga,25303,23973,04/19/2022
Southern Tier,Tompkins,84330,77111,04/19/2022
Mid-Hudson,Ulster,145277,133323,04/19/2022
Capital Region,Warren,51646,48571,04/19/2022
Capital Region,Washington,41369,39234,04/19/2022
Finger Lakes,Wayne,64556,60976,04/19/2022
Mid-Hudson,Westchester,856332,772473,04/19/2022
Finger Lakes,Wyoming,23044,21805,04/19/2022
Finger Lakes,Yates,14500,13505,04/19/2022
Capital Region,Albany,248044,226799,04/20/2022
Western New York,Allegany,23143,21643,04/20/2022
New York City,Bronx,1187462,1056625,04/20/2022
Southern Tier,Broome,133015,124154,04/20/2022
Western New York,Cattaraugus,43473,40303,04/20/2022
Central New York,Cayuga,49162,45999,04/20/2022
Western New York,Chautauqua,80619,74116,04/20/2022
Southern Tier,Chemung,48585,45736,04/20/2022
Southern Tier,Chenango,30948,29167,04/20/2022
North Country,Clinton,58313,54941,04/20/2022
Capital Region,Columbia,45243,41416,04/20/2022
Central New York,Cortland,29260,27702,04/20/2022
Southern Tier,Delaware,26244,24382,04/20/2022
Mid-Hudson,Dutchess,225856,204370,04/20/2022
Western New York,Erie,701444,652503,04/20/2022
North Country,Essex,27388,25595,04/20/2022
North Country,Franklin,30782,28827,04/20/2022
Mohawk Valley,Fulton,29846,28086,04/20/2022
Finger Lakes,Genesee,37309,35255,04/20/2022
Capital Region,Greene,31778,29031,04/20/2022
North Country,Hamilton,3496,3251,04/20/2022
Mohawk Valley,Herkimer,36453,34255,04/20/2022
North Country,Jefferson,74341,62333,04/20/2022
New York City,Kings,2033651,1833642,04/20/2022
North Country,Lewis,14327,13642,04/20/2022
Finger Lakes,Livingston,39922,37823,04/20/2022
Central New York,Madison,53776,50333,04/20/2022
Finger Lakes,Monroe,571427,533676,04/20/2022
Mohawk Valley,Montgomery,34903,32908,04/20/2022
Long Island,Nassau,1226032,1118757,04/20/2022
New York City,New York,1572578,1358896,04/20/2022
Western New York,Niagara,148087,139494,04/20/2022
Mohawk Valley,Oneida,153269,142611,04/20/2022
Central New York,Onondaga,360968,332732,04/20/2022
Finger Lakes,Ontario,83833,78888,04/20/2022
Mid-Hudson,Orange,258211,235581,04/20/2022
Finger Lakes,Orleans,24020,22629,04/20/2022
Central New York,Oswego,78208,73747,04/20/2022
Mohawk Valley,Otsego,39813,37364,04/20/2022
Mid-Hudson,Putnam,81344,73222,04/20/2022
New York City,Queens,2154262,1942585,04/20/2022
Capital Region,Rensselaer,116987,108695,04/20/2022
New York City,Richmond,383767,352276,04/20/2022
Mid-Hudson,Rockland,226830,204911,04/20/2022
Capital Region,Saratoga,184919,173087,04/20/2022
Capital Region,Schenectady,133446,123742,04/20/2022
Mohawk Valley,Schoharie,19159,18190,04/20/2022
Southern Tier,Schuyler,11095,10303,04/20/2022
Finger Lakes,Seneca,19310,18123,04/20/2022
North Country,St. Lawrence,72888,68167,04/20/2022
Southern Tier,Steuben,55216,51961,04/20/2022
Long Island,Suffolk,1214892,1107459,04/20/2022
Mid-Hudson,Sullivan,50111,45541,04/20/2022
Southern Tier,Tioga,25307,23973,04/20/2022
Southern Tier,Tompkins,84345,77133,04/20/2022
Mid-Hudson,Ulster,145294,133344,04/20/2022
Capital Region,Warren,51649,48575,04/20/2022
Capital Region,Washington,41372,39238,04/20/2022
Finger Lakes,Wayne,64571,60985,04/20/2022
Mid-Hudson,Westchester,856506,772667,04/20/2022
Finger Lakes,Wyoming,23044,21806,04/20/2022
Finger Lakes,Yates,14503,13506,04/20/2022
Capital Region,Albany,248079,226833,04/21/2022
Western New York,Allegany,23147,21646,04/21/2022
New York City,Bronx,1187819,1056991,04/21/2022
Southern Tier,Broome,133136,124252,04/21/2022
Western New York,Cattaraugus,43481,40307,04/21/2022
Central New York,Cayuga,49167,46009,04/21/2022
Western New York,Chautauqua,80625,74125,04/21/2022
Southern Tier,Chemung,48591,45744,04/21/2022
Southern Tier,Chenango,30951,29169,04/21/2022
North Country,Clinton,58316,54950,04/21/2022
Capital Region,Columbia,45251,41422,04/21/2022
Central New York,Cortland,29266,27704,04/21/2022
Southern Tier,Delaware,26246,24385,04/21/2022
Mid-Hudson,Dutchess,225893,204408,04/21/2022
Western New York,Erie,701562,652658,04/21/2022
North Country,Essex,27391,25595,04/21/2022
North Country,Franklin,30786,28829,04/21/2022
Mohawk Valley,Fulton,29850,28087,04/21/2022
Finger Lakes,Genesee,37311,35257,04/21/2022
Capital Region,Greene,31785,29036,04/21/2022
North Country,Hamilton,3496,3252,04/21/2022
Mohawk Valley,Herkimer,36458,34262,04/21/2022
North Country,Jefferson,74353,62347,04/21/2022
New York City,Kings,2034035,1834003,04/21/2022
North Country,Lewis,14330,13644,04/21/2022
Finger Lakes,Livingston,39928,37825,04/21/2022
Central New York,Madison,53779,50341,04/21/2022
Finger Lakes,Monroe,571515,533766,04/21/2022
Mohawk Valley,Montgomery,34907,32914,04/21/2022
Long Island,Nassau,1226301,1119016,04/21/2022
New York City,New York,1572992,1359257,04/21/2022
Western New York,Niagara,148095,139520,04/21/2022
Mohawk Valley,Oneida,153310,142642,04/21/2022
Central New York,Onondaga,361022,332814,04/21/2022
Finger Lakes,Ontario,83840,78895,04/21/2022
Mid-Hudson,Orange,258256,235633,04/21/2022
Finger Lakes,Orleans,24028,22634,04/21/2022
Central New York,Oswego,78216,73758,04/21/2022
Mohawk Valley,Otsego,39821,37372,04/21/2022
Mid-Hudson,Putnam,81370,73239,04/21/2022
New York City,Queens,2154736,1943005,04/21/2022
Capital Region,Rensselaer,116997,108712,04/21/2022
New York City,Richmond,383827,352348,04/21/2022
Mid-Hudson,Rockland,226957,205003,04/21/2022
Capital Region,Saratoga,184931,173100,04/21/2022
Capital Region,Schenectady,133458,123755,04/21/2022
Mohawk Valley,Schoharie,19162,18196,04/21/2022
Southern Tier,Schuyler,11099,10303,04/21/2022
Finger Lakes,Seneca,19312,18124,04/21/2022
North Country,St. Lawrence,72913,68195,04/21/2022
Southern Tier,Steuben,55224,51975,04/21/2022
Long Island,Suffolk,1215149,1107691,04/21/2022
Mid-Hudson,Sullivan,50128,45553,04/21/2022
Southern Tier,Tioga,25307,23975,04/21/2022
Southern Tier,Tompkins,84362,77152,04/21/2022
Mid-Hudson,Ulster,145320,133375,04/21/2022
Capital Region,Warren,51651,48582,04/21/2022
Capital Region,Washington,41374,39244,04/21/2022
Finger Lakes,Wayne,64580,60992,04/21/2022
Mid-Hudson,Westchester,857093,773200,04/21/2022
Finger Lakes,Wyoming,23050,21809,04/21/2022
Finger Lakes,Yates,14505,13510,04/21/2022
Capital Region,Albany,248122,226863,04/22/2022
Western New York,Allegany,23147,21649,04/22/2022
New York City,Bronx,1188231,1057338,04/22/2022
Southern Tier,Broome,133154,124264,04/22/2022
Western New York,Cattaraugus,43491,40314,04/22/2022
Central New York,Cayuga,49189,46017,04/22/2022
Western New York,Chautauqua,80633,74138,04/22/2022
Southern Tier,Chemung,48596,45749,04/22/2022
Southern Tier,Chenango,30952,29175,04/22/2022
North Country,Clinton,58323,54952,04/22/2022
Capital Region,Columbia,45259,41429,04/22/2022
Central New York,Cortland,29270,27712,04/22/2022
Southern Tier,Delaware,26246,24390,04/22/2022
Mid-Hudson,Dutchess,225959,204453,04/22/2022
Western New York,Erie,701639,652766,04/22/2022
North Country,Essex,27400,25602,04/22/2022
North Country,Franklin,30792,28830,04/22/2022
Mohawk Valley,Fulton,29852,28094,04/22/2022
Finger Lakes,Genesee,37314,35260,04/22/2022
Capital Region,Greene,31787,29042,04/22/2022
North Country,Hamilton,3498,3252,04/22/2022
Mohawk Valley,Herkimer,36464,34269,04/22/2022
North Country,Jefferson,74357,62357,04/22/2022
New York City,Kings,2034416,1834358,04/22/2022
North Country,Lewis,14331,13647,04/22/2022
Finger Lakes,Livingston,39935,37829,04/22/2022
Central New York,Madison,53783,50348,04/22/2022
Finger Lakes,Monroe,571613,533867,04/22/2022
Mohawk Valley,Montgomery,34909,32924,04/22/2022
Long Island,Nassau,1226479,1119198,04/22/2022
New York City,New York,1573365,1359556,04/22/2022
Western New York,Niagara,148113,139536,04/22/2022
Mohawk Valley,Oneida,153336,142667,04/22/2022
Central New York,Onondaga,361109,332889,04/22/2022
Finger Lakes,Ontario,83846,78906,04/22/2022
Mid-Hudson,Orange,258303,235687,04/22/2022
Finger Lakes,Orleans,24029,22639,04/22/2022
Central New York,Oswego,78228,73774,04/22/2022
Mohawk Valley,Otsego,39822,37372,04/22/2022
Mid-Hudson,Putnam,81378,73248,04/22/2022
New York City,Queens,2155149,1943331,04/22/2022
Capital Region,Rensselaer,117025,108737,04/22/2022
New York City,Richmond,383900,352415,04/22/2022
Mid-Hudson,Rockland,227008,205036,04/22/2022
Capital Region,Saratoga,184949,173132,04/22/2022
Capital Region,Schenectady,133469,123769,04/22/2022
Mohawk Valley,Schoharie,19167,18199,04/22/2022
Southern Tier,Schuyler,11099,10303,04/22/2022
Finger Lakes,Seneca,19312,18129,04/22/2022
North Country,St. Lawrence,72925,68208,04/22/2022
Southern Tier,Steuben,55238,51981,04/22/2022
Long Island,Suffolk,1215351,1107889,04/22/2022
Mid-Hudson,Sullivan,50141,45561,04/22/2022
Southern Tier,Tioga,25308,23978,04/22/2022
Southern Tier,Tompkins,84383,77172,04/22/2022
Mid-Hudson,Ulster,145345,133396,04/22/2022
Capital Region,Warren,51656,48587,04/22/2022
Capital Region,Washington,41375,39249,04/22/2022
Finger Lakes,Wayne,64585,61001,04/22/2022
Mid-Hudson,Westchester,857394,773454,04/22/2022
Finger Lakes,Wyoming,23051,21810,04/22/2022
Finger Lakes,Yates,14508,13514,04/22/2022
Capital Region,Albany,248132,226879,04/23/2022
Western New York,Allegany,23149,21649,04/23/2022
New York City,Bronx,1188383,1057481,04/23/2022
Southern Tier,Broome,133161,124280,04/23/2022
Western New York,Cattaraugus,43496,40317,04/23/2022
Central New York,Cayuga,49196,46028,04/23/2022
Western New York,Chautauqua,80639,74149,04/23/2022
Southern Tier,Chemung,48599,45756,04/23/2022
Southern Tier,Chenango,30953,29180,04/23/2022
North Country,Clinton,58325,54954,04/23/2022
Capital Region,Columbia,45261,41433,04/23/2022
Central New York,Cortland,29272,27712,04/23/2022
Southern Tier,Delaware,26248,24392,04/23/2022
Mid-Hudson,Dutchess,225983,204474,04/23/2022
Western New York,Erie,701699,652849,04/23/2022
North Country,Essex,27404,25604,04/23/2022
North Country,Franklin,30795,28833,04/23/2022
Mohawk Valley,Fulton,29856,28097,04/23/2022
Finger Lakes,Genesee,37315,35262,04/23/2022
Capital Region,Greene,31798,29052,04/23/2022
North Country,Hamilton,3498,3252,04/23/2022
Mohawk Valley,Herkimer,36468,34275,04/23/2022
North Country,Jefferson,74364,62368,04/23/2022
New York City,Kings,2034642,1834608,04/23/2022
North Country,Lewis,14331,13648,04/23/2022
Finger Lakes,Livingston,39936,37831,04/23/2022
Central New York,Madison,53788,50353,04/23/2022
Finger Lakes,Monroe,571666,533922,04/23/2022
Mohawk Valley,Montgomery,34914,32931,04/23/2022
Long Island,Nassau,1226565,1119305,04/23/2022
New York City,New York,1573564,1359674,04/23/2022
Western New York,Niagara,148128,139556,04/23/2022
Mohawk Valley,Oneida,153352,142682,04/23/2022
Central New York,Onondaga,361146,332931,04/23/2022
Finger Lakes,Ontario,83850,78916,04/23/2022
Mid-Hudson,Orange,258342,235716,04/23/2022
Finger Lakes,Orleans,24029,22642,04/23/2022
Central New York,Oswego,78230,73780,04/23/2022
Mohawk Valley,Otsego,39825,37383,04/23/2022
Mid-Hudson,Putnam,81386,73253,04/23/2022
New York City,Queens,2155389,1943559,04/23/2022
Capital Region,Rensselaer,117033,108748,04/23/2022
New York City,Richmond,383935,352459,04/23/2022
Mid-Hudson,Rockland,227034,205054,04/23/2022
Capital Region,Saratoga,184957,173146,04/23/2022
Capital Region,Schenectady,133481,123780,04/23/2022
Mohawk Valley,Schoharie,19168,18200,04/23/2022
Southern Tier,Schuyler,11099,10304,04/23/2022
Finger Lakes,Seneca,19312,18131,04/23/2022
North Country,St. Lawrence,72934,68211,04/23/2022
Southern Tier,Steuben,55239,51986,04/23/2022
Long Island,Suffolk,1215469,1107995,04/23/2022
Mid-Hudson,Sullivan,50143,45564,04/23/2022
Southern Tier,Tioga,25310,23979,04/23/2022
Southern Tier,Tompkins,84386,77176,04/23/2022
Mid-Hudson,Ulster,145362,133429,04/23/2022
Capital Region,Warren,51656,48589,04/23/2022
Capital Region,Washington,41377,39254,04/23/2022
Finger Lakes,Wayne,64590,61004,04/23/2022
Mid-Hudson,Westchester,857476,773527,04/23/2022
Finger Lakes,Wyoming,23052,21812,04/23/2022
Finger Lakes,Yates,14509,13515,04/23/2022
Capital Region,Albany,248144,226894,04/24/2022
Western New York,Allegany,23149,21649,04/24/2022
New York City,Bronx,1188438,1057535,04/24/2022
Southern Tier,Broome,133169,124282,04/24/2022
Western New York,Cattaraugus,43497,40320,04/24/2022
Central New York,Cayuga,49197,46030,04/24/2022
Western New York,Chautauqua,80645,74156,04/24/2022
Southern Tier,Chemung,48600,45757,04/24/2022
Southern Tier,Chenango,30953,29180,04/24/2022
North Country,Clinton,58327,54955,04/24/2022
Capital Region,Columbia,45261,41433,04/24/2022
Central New York,Cortland,29273,27714,04/24/2022
Southern Tier,Delaware,26250,24399,04/24/2022
Mid-Hudson,Dutchess,226000,204490,04/24/2022
Western New York,Erie,701728,652890,04/24/2022
North Country,Essex,27405,25605,04/24/2022
North Country,Franklin,30797,28834,04/24/2022
Mohawk Valley,Fulton,29856,28098,04/24/2022
Finger Lakes,Genesee,37317,35266,04/24/2022
Capital Region,Greene,31799,29058,04/24/2022
North Country,Hamilton,3498,3252,04/24/2022
Mohawk Valley,Herkimer,36475,34278,04/24/2022
North Country,Jefferson,74366,62372,04/24/2022
New York City,Kings,2034815,1834753,04/24/2022
North Country,Lewis,14333,13648,04/24/2022
Finger Lakes,Livingston,39937,37832,04/24/2022
Central New York,Madison,53790,50353,04/24/2022
Finger Lakes,Monroe,571690,533937,04/24/2022
Mohawk Valley,Montgomery,34915,32931,04/24/2022
Long Island,Nassau,1226626,1119379,04/24/2022
New York City,New York,1573751,1359803,04/24/2022
Western New York,Niagara,148133,139562,04/24/2022
Mohawk Valley,Oneida,153358,142686,04/24/2022
Central New York,Onondaga,361159,332943,04/24/2022
Finger Lakes,Ontario,83852,78922,04/24/2022
Mid-Hudson,Orange,258358,235727,04/24/2022
Finger Lakes,Orleans,24030,22643,04/24/2022
Central New York,Oswego,78230,73781,04/24/2022
Mohawk Valley,Otsego,39827,37385,04/24/2022
Mid-Hudson,Putnam,81387,73254,04/24/2022
New York City,Queens,2155551,1943724,04/24/2022
Capital Region,Rensselaer,117034,108751,04/24/2022
New York City,Richmond,383961,352486,04/24/2022
Mid-Hudson,Rockland,227053,205072,04/24/2022
Capital Region,Saratoga,184964,173150,04/24/2022
Capital Region,Schenectady,133485,123787,04/24/2022
Mohawk Valley,Schoharie,19169,18201,04/24/2022
Southern Tier,Schuyler,11099,10304,04/24/2022
Finger Lakes,Seneca,19312,18131,04/24/2022
North Country,St. Lawrence,72934,68213,04/24/2022
Southern Tier,Steuben,55241,51987,04/24/2022
Long Island,Suffolk,1215533,1108064,04/24/2022
Mid-Hudson,Sullivan,50144,45566,04/24/2022
Southern Tier,Tioga,25311,23979,04/24/2022
Southern Tier,Tompkins,84388,77180,04/24/2022
Mid-Hudson,Ulster,145371,133433,04/24/2022
Capital Region,Warren,51657,48593,04/24/2022
Capital Region,Washington,41379,39259,04/24/2022
Finger Lakes,Wayne,64590,61005,04/24/2022
Mid-Hudson,Westchester,857528,773576,04/24/2022
Finger Lakes,Wyoming,23052,21812,04/24/2022
Finger Lakes,Yates,14510,13515,04/24/2022
Capital Region,Albany,248163,226927,04/25/2022
Western New York,Allegany,23157,21653,04/25/2022
New York City,Bronx,1188666,1057780,04/25/2022
Southern Tier,Broome,133179,124295,04/25/2022
Western New York,Cattaraugus,43505,40330,04/25/2022
Central New York,Cayuga,49203,46030,04/25/2022
Western New York,Chautauqua,80656,74163,04/25/2022
Southern Tier,Chemung,48603,45763,04/25/2022
Southern Tier,Chenango,30958,29185,04/25/2022
North Country,Clinton,58334,54967,04/25/2022
Capital Region,Columbia,45263,41434,04/25/2022
Central New York,Cortland,29277,27718,04/25/2022
Southern Tier,Delaware,26250,24400,04/25/2022
Mid-Hudson,Dutchess,226031,204521,04/25/2022
Western New York,Erie,701808,652952,04/25/2022
North Country,Essex,27405,25609,04/25/2022
North Country,Franklin,30801,28840,04/25/2022
Mohawk Valley,Fulton,29861,28102,04/25/2022
Finger Lakes,Genesee,37319,35270,04/25/2022
Capital Region,Greene,31806,29061,04/25/2022
North Country,Hamilton,3498,3252,04/25/2022
Mohawk Valley,Herkimer,36478,34279,04/25/2022
North Country,Jefferson,74371,62386,04/25/2022
New York City,Kings,2035108,1835048,04/25/2022
North Country,Lewis,14333,13650,04/25/2022
Finger Lakes,Livingston,39940,37837,04/25/2022
Central New York,Madison,53797,50358,04/25/2022
Finger Lakes,Monroe,571776,534011,04/25/2022
Mohawk Valley,Montgomery,34917,32934,04/25/2022
Long Island,Nassau,1226773,1119570,04/25/2022
New York City,New York,1574046,1360037,04/25/2022
Western New York,Niagara,148149,139579,04/25/2022
Mohawk Valley,Oneida,153378,142706,04/25/2022
Central New York,Onondaga,361198,332991,04/25/2022
Finger Lakes,Ontario,83866,78931,04/25/2022
Mid-Hudson,Orange,258397,235760,04/25/2022
Finger Lakes,Orleans,24034,22645,04/25/2022
Central New York,Oswego,78238,73789,04/25/2022
Mohawk Valley,Otsego,39828,37386,04/25/2022
Mid-Hudson,Putnam,81400,73260,04/25/2022
New York City,Queens,2155865,1944001,04/25/2022
Capital Region,Rensselaer,117048,108767,04/25/2022
New York City,Richmond,384007,352541,04/25/2022
Mid-Hudson,Rockland,227084,205106,04/25/2022
Capital Region,Saratoga,184986,173170,04/25/2022
Capital Region,Schenectady,133506,123800,04/25/2022
Mohawk Valley,Schoharie,19173,18204,04/25/2022
Southern Tier,Schuyler,11100,10305,04/25/2022
Finger Lakes,Seneca,19314,18133,04/25/2022
North Country,St. Lawrence,72943,68221,04/25/2022
Southern Tier,Steuben,55246,51990,04/25/2022
Long Island,Suffolk,1215742,1108270,04/25/2022
Mid-Hudson,Sullivan,50148,45569,04/25/2022
Southern Tier,Tioga,25315,23981,04/25/2022
Southern Tier,Tompkins,84405,77206,04/25/2022
Mid-Hudson,Ulster,145386,133446,04/25/2022
Capital Region,Warren,51658,48598,04/25/2022
Capital Region,Washington,41382,39264,04/25/2022
Finger Lakes,Wayne,64601,61008,04/25/2022
Mid-Hudson,Westchester,857667,773724,04/25/2022
Finger Lakes,Wyoming,23052,21813,04/25/2022
Finger Lakes,Yates,14511,13517,04/25/2022
Capital Region,Albany,248226,226975,04/26/2022
Western New York,Allegany,23160,21661,04/26/2022
New York City,Bronx,1188929,1058038,04/26/2022
Southern Tier,Broome,133200,124312,04/26/2022
Western New York,Cattaraugus,43509,40334,04/26/2022
Central New York,Cayuga,49206,46040,04/26/2022
Western New York,Chautauqua,80667,74177,04/26/2022
Southern Tier,Chemung,48610,45764,04/26/2022
Southern Tier,Chenango,30962,29190,04/26/2022
North Country,Clinton,58341,54972,04/26/2022
Capital Region,Columbia,45269,41445,04/26/2022
Central New York,Cortland,29281,27718,04/26/2022
Southern Tier,Delaware,26251,24405,04/26/2022
Mid-Hudson,Dutchess,226069,204565,04/26/2022
Western New York,Erie,701905,653047,04/26/2022
North Country,Essex,27405,25612,04/26/2022
North Country,Franklin,30806,28843,04/26/2022
Mohawk Valley,Fulton,29864,28104,04/26/2022
Finger Lakes,Genesee,37319,35270,04/26/2022
Capital Region,Greene,31810,29065,04/26/2022
North Country,Hamilton,3499,3253,04/26/2022
Mohawk Valley,Herkimer,36483,34286,04/26/2022
North Country,Jefferson,74381,62399,04/26/2022
New York City,Kings,2035481,1835391,04/26/2022
North Country,Lewis,14334,13651,04/26/2022
Finger Lakes,Livingston,39944,37845,04/26/2022
Central New York,Madison,53801,50360,04/26/2022
Finger Lakes,Monroe,571915,534105,04/26/2022
Mohawk Valley,Montgomery,34920,32937,04/26/2022
Long Island,Nassau,1226992,1119776,04/26/2022
New York City,New York,1574379,1360321,04/26/2022
Western New York,Niagara,148172,139608,04/26/2022
Mohawk Valley,Oneida,153397,142733,04/26/2022
Central New York,Onondaga,361275,333116,04/26/2022
Finger Lakes,Ontario,83875,78938,04/26/2022
Mid-Hudson,Orange,258459,235815,04/26/2022
Finger Lakes,Orleans,24037,22648,04/26/2022
Central New York,Oswego,78250,73803,04/26/2022
Mohawk Valley,Otsego,39830,37390,04/26/2022
Mid-Hudson,Putnam,81416,73283,04/26/2022
New York City,Queens,2156299,1944361,04/26/2022
Capital Region,Rensselaer,117059,108784,04/26/2022
New York City,Richmond,384071,352598,04/26/2022
Mid-Hudson,Rockland,227139,205166,04/26/2022
Capital Region,Saratoga,185011,173203,04/26/2022
Capital Region,Schenectady,133524,123816,04/26/2022
Mohawk Valley,Schoharie,19177,18207,04/26/2022
Southern Tier,Schuyler,11102,10306,04/26/2022
Finger Lakes,Seneca,19315,18136,04/26/2022
North Country,St. Lawrence,72966,68248,04/26/2022
Southern Tier,Steuben,55250,51996,04/26/2022
Long Island,Suffolk,1215914,1108429,04/26/2022
Mid-Hudson,Sullivan,50162,45591,04/26/2022
Southern Tier,Tioga,25317,23983,04/26/2022
Southern Tier,Tompkins,84418,77223,04/26/2022
Mid-Hudson,Ulster,145419,133477,04/26/2022
Capital Region,Warren,51663,48610,04/26/2022
Capital Region,Washington,41383,39269,04/26/2022
Finger Lakes,Wayne,64616,61016,04/26/2022
Mid-Hudson,Westchester,857821,773887,04/26/2022
Finger Lakes,Wyoming,23052,21814,04/26/2022
Finger Lakes,Yates,14512,13519,04/26/2022
Capital Region,Albany,248274,227020,04/27/2022
Western New York,Allegany,23166,21667,04/27/2022
New York City,Bronx,1189216,1058320,04/27/2022
Southern Tier,Broome,133219,124335,04/27/2022
Western New York,Cattaraugus,43510,40339,04/27/2022
Central New York,Cayuga,49213,46042,04/27/2022
Western New York,Chautauqua,80681,74194,04/27/2022
Southern Tier,Chemung,48615,45770,04/27/2022
Southern Tier,Chenango,30969,29195,04/27/2022
North Country,Clinton,58345,54976,04/27/2022
Capital Region,Columbia,45279,41456,04/27/2022
Central New York,Cortland,29287,27722,04/27/2022
Southern Tier,Delaware,26255,24407,04/27/2022
Mid-Hudson,Dutchess,226110,204610,04/27/2022
Western New York,Erie,702003,653141,04/27/2022
North Country,Essex,27410,25614,04/27/2022
North Country,Franklin,30809,28846,04/27/2022
Mohawk Valley,Fulton,29865,28110,04/27/2022
Finger Lakes,Genesee,37329,35277,04/27/2022
Capital Region,Greene,31813,29069,04/27/2022
North Country,Hamilton,3500,3253,04/27/2022
Mohawk Valley,Herkimer,36487,34292,04/27/2022
North Country,Jefferson,74397,62406,04/27/2022
New York City,Kings,2035817,1835715,04/27/2022
North Country,Lewis,14336,13652,04/27/2022
Finger Lakes,Livingston,39955,37861,04/27/2022
Central New York,Madison,53807,50366,04/27/2022
Finger Lakes,Monroe,572009,534205,04/27/2022
Mohawk Valley,Montgomery,34925,32944,04/27/2022
Long Island,Nassau,1227169,1119970,04/27/2022
New York City,New York,1574699,1360611,04/27/2022
Western New York,Niagara,148186,139634,04/27/2022
Mohawk Valley,Oneida,153418,142755,04/27/2022
Central New York,Onondaga,361317,333163,04/27/2022
Finger Lakes,Ontario,83887,78952,04/27/2022
Mid-Hudson,Orange,258490,235835,04/27/2022
Finger Lakes,Orleans,24037,22650,04/27/2022
Central New York,Oswego,78258,73817,04/27/2022
Mohawk Valley,Otsego,39840,37397,04/27/2022
Mid-Hudson,Putnam,81430,73296,04/27/2022
New York City,Queens,2156627,1944676,04/27/2022
Capital Region,Rensselaer,117070,108808,04/27/2022
New York City,Richmond,384119,352658,04/27/2022
Mid-Hudson,Rockland,227168,205200,04/27/2022
Capital Region,Saratoga,185032,173224,04/27/2022
Capital Region,Schenectady,133538,123840,04/27/2022
Mohawk Valley,Schoharie,19177,18207,04/27/2022
Southern Tier,Schuyler,11107,10306,04/27/2022
Finger Lakes,Seneca,19317,18140,04/27/2022
North Country,St. Lawrence,72984,68266,04/27/2022
Southern Tier,Steuben,55257,52011,04/27/2022
Long Island,Suffolk,1216096,1108583,04/27/2022
Mid-Hudson,Sullivan,50174,45601,04/27/2022
Southern Tier,Tioga,25320,23985,04/27/2022
Southern Tier,Tompkins,84442,77253,04/27/2022
Mid-Hudson,Ulster,145431,133488,04/27/2022
Capital Region,Warren,51666,48617,04/27/2022
Capital Region,Washington,41389,39271,04/27/2022
Finger Lakes,Wayne,64624,61023,04/27/2022
Mid-Hudson,Westchester,857971,774042,04/27/2022
Finger Lakes,Wyoming,23057,21815,04/27/2022
Finger Lakes,Yates,14513,13521,04/27/2022
Capital Region,Albany,248315,227062,04/28/2022
Western New York,Allegany,23173,21670,04/28/2022
New York City,Bronx,1189495,1058587,04/28/2022
Southern Tier,Broome,133238,124346,04/28/2022
Western New York,Cattaraugus,43511,40342,04/28/2022
Central New York,Cayuga,49224,46050,04/28/2022
Western New York,Chautauqua,80694,74210,04/28/2022
Southern Tier,Chemung,48620,45775,04/28/2022
Southern Tier,Chenango,30976,29200,04/28/2022
North Country,Clinton,58355,54981,04/28/2022
Capital Region,Columbia,45284,41457,04/28/2022
Central New York,Cortland,29293,27728,04/28/2022
Southern Tier,Delaware,26256,24412,04/28/2022
